[2026-05-13T08:43:39.533Z] P:8 | Offset:7635 | Data:{"id":7,"item":"Product 7","price":95191,"region":
[2026-05-13T08:43:39.543Z] P:8 | Offset:7655 | Data:{"id":180,"item":"Product 180","price":68392,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7656 | Data:{"id":194,"item":"Product 194","price":20990,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7657 | Data:{"id":219,"item":"Product 219","price":97936,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7658 | Data:{"id":230,"item":"Product 230","price":19683,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7659 | Data:{"id":237,"item":"Product 237","price":32118,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7660 | Data:{"id":241,"item":"Product 241","price":52442,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7661 | Data:{"id":244,"item":"Product 244","price":96027,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7662 | Data:{"id":247,"item":"Product 247","price":50762,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7663 | Data:{"id":250,"item":"Product 250","price":45261,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7664 | Data:{"id":262,"item":"Product 262","price":59013,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7665 | Data:{"id":267,"item":"Product 267","price":95316,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7666 | Data:{"id":282,"item":"Product 282","price":12648,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7667 | Data:{"id":283,"item":"Product 283","price":6567,"regio
[2026-05-13T08:43:39.543Z] P:8 | Offset:7668 | Data:{"id":290,"item":"Product 290","price":85412,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7669 | Data:{"id":294,"item":"Product 294","price":11537,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7670 | Data:{"id":295,"item":"Product 295","price":84697,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7671 | Data:{"id":304,"item":"Product 304","price":60048,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7672 | Data:{"id":305,"item":"Product 305","price":80883,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7673 | Data:{"id":310,"item":"Product 310","price":87485,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7674 | Data:{"id":314,"item":"Product 314","price":51735,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7675 | Data:{"id":317,"item":"Product 317","price":47116,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7676 | Data:{"id":318,"item":"Product 318","price":91636,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7677 | Data:{"id":333,"item":"Product 333","price":59653,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7678 | Data:{"id":344,"item":"Product 344","price":8512,"regio
[2026-05-13T08:43:39.543Z] P:8 | Offset:7679 | Data:{"id":346,"item":"Product 346","price":31013,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7680 | Data:{"id":347,"item":"Product 347","price":75720,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7681 | Data:{"id":350,"item":"Product 350","price":842,"region
[2026-05-13T08:43:39.543Z] P:8 | Offset:7682 | Data:{"id":361,"item":"Product 361","price":37780,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7683 | Data:{"id":370,"item":"Product 370","price":90534,"regi
[2026-05-13T08:43:39.543Z] P:8 | Offset:7684 | Data:{"id":384,"item":"Product 384","price":47749,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7685 | Data:{"id":408,"item":"Product 408","price":2057,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7686 | Data:{"id":413,"item":"Product 413","price":14889,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7687 | Data:{"id":432,"item":"Product 432","price":22333,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7688 | Data:{"id":435,"item":"Product 435","price":9752,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7689 | Data:{"id":453,"item":"Product 453","price":83056,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7690 | Data:{"id":455,"item":"Product 455","price":12275,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7691 | Data:{"id":465,"item":"Product 465","price":86078,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7692 | Data:{"id":467,"item":"Product 467","price":52584,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7693 | Data:{"id":477,"item":"Product 477","price":83456,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7694 | Data:{"id":484,"item":"Product 484","price":54505,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7695 | Data:{"id":504,"item":"Product 504","price":50645,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7696 | Data:{"id":507,"item":"Product 507","price":40514,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7697 | Data:{"id":514,"item":"Product 514","price":68751,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7698 | Data:{"id":520,"item":"Product 520","price":58933,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7699 | Data:{"id":533,"item":"Product 533","price":61236,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7700 | Data:{"id":545,"item":"Product 545","price":68079,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7701 | Data:{"id":559,"item":"Product 559","price":98568,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7702 | Data:{"id":560,"item":"Product 560","price":44383,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7703 | Data:{"id":570,"item":"Product 570","price":22849,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7704 | Data:{"id":583,"item":"Product 583","price":42670,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7705 | Data:{"id":585,"item":"Product 585","price":55548,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7706 | Data:{"id":604,"item":"Product 604","price":62400,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7707 | Data:{"id":607,"item":"Product 607","price":87867,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7708 | Data:{"id":618,"item":"Product 618","price":78428,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7709 | Data:{"id":622,"item":"Product 622","price":2194,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7710 | Data:{"id":623,"item":"Product 623","price":6756,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7711 | Data:{"id":651,"item":"Product 651","price":91217,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7712 | Data:{"id":658,"item":"Product 658","price":86033,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7713 | Data:{"id":662,"item":"Product 662","price":70915,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7714 | Data:{"id":678,"item":"Product 678","price":42946,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7715 | Data:{"id":682,"item":"Product 682","price":40133,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7716 | Data:{"id":687,"item":"Product 687","price":11232,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7717 | Data:{"id":698,"item":"Product 698","price":63051,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7718 | Data:{"id":700,"item":"Product 700","price":27537,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7719 | Data:{"id":708,"item":"Product 708","price":41651,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7720 | Data:{"id":717,"item":"Product 717","price":97364,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7721 | Data:{"id":731,"item":"Product 731","price":54857,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7722 | Data:{"id":752,"item":"Product 752","price":74924,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7723 | Data:{"id":762,"item":"Product 762","price":92231,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7724 | Data:{"id":776,"item":"Product 776","price":27167,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7725 | Data:{"id":777,"item":"Product 777","price":5866,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7726 | Data:{"id":780,"item":"Product 780","price":19012,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7727 | Data:{"id":782,"item":"Product 782","price":17967,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7728 | Data:{"id":809,"item":"Product 809","price":36197,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7729 | Data:{"id":816,"item":"Product 816","price":56143,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7730 | Data:{"id":826,"item":"Product 826","price":8623,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7731 | Data:{"id":834,"item":"Product 834","price":90894,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7732 | Data:{"id":835,"item":"Product 835","price":18515,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7733 | Data:{"id":842,"item":"Product 842","price":10699,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7734 | Data:{"id":852,"item":"Product 852","price":2434,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7735 | Data:{"id":866,"item":"Product 866","price":68582,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7736 | Data:{"id":873,"item":"Product 873","price":18710,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7737 | Data:{"id":875,"item":"Product 875","price":3709,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7738 | Data:{"id":879,"item":"Product 879","price":80405,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7739 | Data:{"id":886,"item":"Product 886","price":53334,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7740 | Data:{"id":899,"item":"Product 899","price":29322,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7741 | Data:{"id":912,"item":"Product 912","price":12324,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7742 | Data:{"id":942,"item":"Product 942","price":53237,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7743 | Data:{"id":952,"item":"Product 952","price":77843,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7744 | Data:{"id":963,"item":"Product 963","price":28904,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7745 | Data:{"id":970,"item":"Product 970","price":98331,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7746 | Data:{"id":971,"item":"Product 971","price":13558,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7747 | Data:{"id":975,"item":"Product 975","price":7758,"regio
[2026-05-13T08:43:39.544Z] P:8 | Offset:7748 | Data:{"id":977,"item":"Product 977","price":682,"region
[2026-05-13T08:43:39.544Z] P:8 | Offset:7749 | Data:{"id":994,"item":"Product 994","price":36127,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7750 | Data:{"id":1014,"item":"Product 1014","price":98658,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7751 | Data:{"id":1047,"item":"Product 1047","price":62708,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7752 | Data:{"id":1052,"item":"Product 1052","price":34412,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7753 | Data:{"id":1062,"item":"Product 1062","price":91920,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7754 | Data:{"id":1063,"item":"Product 1063","price":7825,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7755 | Data:{"id":1070,"item":"Product 1070","price":44311,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7756 | Data:{"id":1072,"item":"Product 1072","price":92594,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7757 | Data:{"id":1084,"item":"Product 1084","price":16453,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7758 | Data:{"id":1096,"item":"Product 1096","price":62924,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7759 | Data:{"id":1099,"item":"Product 1099","price":78697,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7760 | Data:{"id":1105,"item":"Product 1105","price":88326,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7761 | Data:{"id":1118,"item":"Product 1118","price":64865,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7762 | Data:{"id":1120,"item":"Product 1120","price":50311,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7763 | Data:{"id":1138,"item":"Product 1138","price":47538,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7764 | Data:{"id":1145,"item":"Product 1145","price":29969,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7765 | Data:{"id":1148,"item":"Product 1148","price":38207,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7766 | Data:{"id":1149,"item":"Product 1149","price":84157,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7767 | Data:{"id":1151,"item":"Product 1151","price":5306,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7768 | Data:{"id":1152,"item":"Product 1152","price":17822,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7769 | Data:{"id":1154,"item":"Product 1154","price":65995,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7770 | Data:{"id":1164,"item":"Product 1164","price":99516,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7771 | Data:{"id":1178,"item":"Product 1178","price":34937,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7772 | Data:{"id":1180,"item":"Product 1180","price":30604,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7773 | Data:{"id":1195,"item":"Product 1195","price":79585,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7774 | Data:{"id":1196,"item":"Product 1196","price":24029,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7775 | Data:{"id":1200,"item":"Product 1200","price":72316,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7776 | Data:{"id":1201,"item":"Product 1201","price":82881,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7777 | Data:{"id":1211,"item":"Product 1211","price":89531,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7778 | Data:{"id":1236,"item":"Product 1236","price":35140,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7779 | Data:{"id":1239,"item":"Product 1239","price":88414,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7780 | Data:{"id":1240,"item":"Product 1240","price":16896,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7781 | Data:{"id":1245,"item":"Product 1245","price":38533,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7782 | Data:{"id":1247,"item":"Product 1247","price":78471,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7783 | Data:{"id":1259,"item":"Product 1259","price":26181,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7784 | Data:{"id":1260,"item":"Product 1260","price":17978,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7785 | Data:{"id":1263,"item":"Product 1263","price":7009,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7786 | Data:{"id":1273,"item":"Product 1273","price":92125,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7787 | Data:{"id":1274,"item":"Product 1274","price":73652,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7788 | Data:{"id":1291,"item":"Product 1291","price":87692,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7789 | Data:{"id":1294,"item":"Product 1294","price":78487,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7790 | Data:{"id":1311,"item":"Product 1311","price":46514,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7791 | Data:{"id":1313,"item":"Product 1313","price":29585,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7792 | Data:{"id":1314,"item":"Product 1314","price":58637,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7793 | Data:{"id":1315,"item":"Product 1315","price":7597,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7794 | Data:{"id":1317,"item":"Product 1317","price":20498,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7795 | Data:{"id":1330,"item":"Product 1330","price":50801,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7796 | Data:{"id":1345,"item":"Product 1345","price":16854,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7797 | Data:{"id":1347,"item":"Product 1347","price":56950,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7798 | Data:{"id":1350,"item":"Product 1350","price":50048,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7799 | Data:{"id":1352,"item":"Product 1352","price":42218,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7800 | Data:{"id":1353,"item":"Product 1353","price":18188,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7801 | Data:{"id":1354,"item":"Product 1354","price":93494,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7802 | Data:{"id":1383,"item":"Product 1383","price":72923,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7803 | Data:{"id":1416,"item":"Product 1416","price":77827,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7804 | Data:{"id":1427,"item":"Product 1427","price":63834,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7805 | Data:{"id":1444,"item":"Product 1444","price":27022,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7806 | Data:{"id":1451,"item":"Product 1451","price":15246,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7807 | Data:{"id":1453,"item":"Product 1453","price":46622,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7808 | Data:{"id":1454,"item":"Product 1454","price":38852,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7809 | Data:{"id":1456,"item":"Product 1456","price":17657,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7810 | Data:{"id":1475,"item":"Product 1475","price":58737,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7811 | Data:{"id":1486,"item":"Product 1486","price":60335,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7812 | Data:{"id":1497,"item":"Product 1497","price":35375,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7813 | Data:{"id":1498,"item":"Product 1498","price":19259,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7814 | Data:{"id":1517,"item":"Product 1517","price":59670,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7815 | Data:{"id":1531,"item":"Product 1531","price":55016,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7816 | Data:{"id":1532,"item":"Product 1532","price":35689,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7817 | Data:{"id":1552,"item":"Product 1552","price":85954,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7818 | Data:{"id":1573,"item":"Product 1573","price":81258,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7819 | Data:{"id":1581,"item":"Product 1581","price":69881,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7820 | Data:{"id":1596,"item":"Product 1596","price":92620,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7821 | Data:{"id":1602,"item":"Product 1602","price":51594,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7822 | Data:{"id":1605,"item":"Product 1605","price":65900,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7823 | Data:{"id":1610,"item":"Product 1610","price":12188,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7824 | Data:{"id":1620,"item":"Product 1620","price":66611,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7825 | Data:{"id":1633,"item":"Product 1633","price":71870,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7826 | Data:{"id":1653,"item":"Product 1653","price":82190,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7827 | Data:{"id":1662,"item":"Product 1662","price":54178,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7828 | Data:{"id":1665,"item":"Product 1665","price":47554,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7829 | Data:{"id":1667,"item":"Product 1667","price":10603,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7830 | Data:{"id":1668,"item":"Product 1668","price":4555,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7831 | Data:{"id":1670,"item":"Product 1670","price":57256,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7832 | Data:{"id":1712,"item":"Product 1712","price":35327,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7833 | Data:{"id":1713,"item":"Product 1713","price":18582,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7834 | Data:{"id":1715,"item":"Product 1715","price":70210,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7835 | Data:{"id":1723,"item":"Product 1723","price":92740,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7836 | Data:{"id":1733,"item":"Product 1733","price":69273,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7837 | Data:{"id":1734,"item":"Product 1734","price":4331,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7838 | Data:{"id":1743,"item":"Product 1743","price":90176,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7839 | Data:{"id":1760,"item":"Product 1760","price":26645,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7840 | Data:{"id":1764,"item":"Product 1764","price":10558,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7841 | Data:{"id":1777,"item":"Product 1777","price":80067,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7842 | Data:{"id":1778,"item":"Product 1778","price":83603,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7843 | Data:{"id":1782,"item":"Product 1782","price":99631,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7844 | Data:{"id":1783,"item":"Product 1783","price":14545,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7845 | Data:{"id":1789,"item":"Product 1789","price":66114,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7846 | Data:{"id":1797,"item":"Product 1797","price":83610,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7847 | Data:{"id":1799,"item":"Product 1799","price":650,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7848 | Data:{"id":1805,"item":"Product 1805","price":19075,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7849 | Data:{"id":1815,"item":"Product 1815","price":68559,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7850 | Data:{"id":1840,"item":"Product 1840","price":88606,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7851 | Data:{"id":1846,"item":"Product 1846","price":58825,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7852 | Data:{"id":1847,"item":"Product 1847","price":69085,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7853 | Data:{"id":1849,"item":"Product 1849","price":10482,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7854 | Data:{"id":1854,"item":"Product 1854","price":35430,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7855 | Data:{"id":1857,"item":"Product 1857","price":198,"regi
[2026-05-13T08:43:39.544Z] P:8 | Offset:7856 | Data:{"id":1868,"item":"Product 1868","price":83861,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7857 | Data:{"id":1880,"item":"Product 1880","price":62507,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7858 | Data:{"id":1920,"item":"Product 1920","price":65146,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7859 | Data:{"id":1929,"item":"Product 1929","price":9632,"reg
[2026-05-13T08:43:39.544Z] P:8 | Offset:7860 | Data:{"id":1942,"item":"Product 1942","price":67026,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7861 | Data:{"id":1966,"item":"Product 1966","price":67295,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7862 | Data:{"id":1994,"item":"Product 1994","price":37745,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7863 | Data:{"id":1998,"item":"Product 1998","price":39907,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7864 | Data:{"id":2014,"item":"Product 2014","price":61505,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7865 | Data:{"id":2015,"item":"Product 2015","price":16283,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7866 | Data:{"id":2020,"item":"Product 2020","price":18924,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7867 | Data:{"id":2032,"item":"Product 2032","price":66526,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7868 | Data:{"id":2046,"item":"Product 2046","price":39643,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7869 | Data:{"id":2048,"item":"Product 2048","price":75851,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7870 | Data:{"id":2073,"item":"Product 2073","price":62429,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7871 | Data:{"id":2086,"item":"Product 2086","price":23656,"re
[2026-05-13T08:43:39.544Z] P:8 | Offset:7872 | Data:{"id":2089,"item":"Product 2089","price":6790,"reg
